Dấu thời gian,Bạn là ai,Họ Tên,Tuổi,Địa Điểm Sinh Sống,Kỹ năng bạn có,Thời gian rảnh để tham gia tình nguyện,Lĩnh vực mà bạn quan tâm,Tên hoạt động tình nguyện  ,Mô tả công việc,Kỹ năng yêu cầu,Địa điểm,Thời gian thực hiện,Lĩnh vực hoạt động,"Sự kiện mà bạn từng tham gia? (Chưa tham gia vui lòng nhập ""Chưa tham gia"")"
01/11/2025 10:35:49,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Sáng tạo, Làm việc nhóm, Thiết kế",Nghệ An,online,Nghệ thuật,
01/11/2025 10:36:06,Tổ Chức,,,,,,,Cải thiện bảo mật dữ liệu tổ chức phi lợi nhuận,,"Công nghệ thông tin, Thiết kế web, Phân tích dữ liệu",Quảng Ninh,buổi chiều,Công nghệ,
01/11/2025 10:36:19,Tổ Chức,,,,,,,Thiết kế poster sự kiện thiện nguyện,,"Nghệ thuật, Sáng tạo, Làm việc nhóm",Đà Nẵng,buổi chiều,Nghệ thuật,
01/11/2025 10:36:58,Tổ Chức,,,,,,,Hướng dẫn phân loại rác tại nguồn,,"Quan sát, Truyền thông, Thuyết trình",Lào Cai,online,Môi trường,
01/11/2025 10:37:13,Tổ Chức,,,,,,,Hỗ trợ ôn thi tốt nghiệp THPT cho học sinh nghèo,,"Soạn giáo án, Giảng dạy, Kiên nhẫn",Kiên Giang,linh hoạt,Giáo dục,
01/11/2025 10:37:29,Tổ Chức,,,,,,,Thiết kế hệ thống quản lý tình nguyện viên,,"Giải quyết vấn đề, Thiết kế web, Công nghệ thông tin",Huế,buổi sáng,Công nghệ,
01/11/2025 10:37:44,Tổ Chức,,,,,,,Tổ chức triển lãm tranh gây quỹ,,"Làm việc nhóm, Nghệ thuật, Truyền thông",Nam Định,buổi tối,Nghệ thuật,
01/11/2025 10:37:58,Tổ Chức,,,,,,,Hỗ trợ tổ chức thiện nguyện địa phương,,"Giao tiếp, Tổ chức sự kiện, Đồng cảm",TP. Hồ Chí Minh,cuối tuần,Xã hội,
01/11/2025 10:38:14,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Truyền thông, Làm việc nhóm, Nghệ thuật",Nha Trang,online,Nghệ thuật,
01/11/2025 10:38:30,Tổ Chức,,,,,,,Tổ chức buổi tư vấn dinh dưỡng,,"Giao tiếp, Làm việc nhóm, Tư vấn",Nghệ An,buổi chiều,Y tế,
01/11/2025 10:39:03,Tổ Chức,,,,,,,Khám sức khỏe miễn phí vùng sâu vùng xa,,"Làm việc nhóm, Giao tiếp, Tư vấn",Đà Nẵng,buổi sáng,Y tế,
01/11/2025 10:39:18,Tổ Chức,,,,,,,Gia sư miễn phí cho trẻ em khó khăn,,"Kiên nhẫn, Soạn giáo án, Giao tiếp",Lào Cai,cuối tuần,Giáo dục,
01/11/2025 10:39:34,Tổ Chức,,,,,,,Chụp ảnh thiện nguyện,,"Truyền thông, Thiết kế, Làm việc nhóm",Đà Nẵng,online,Nghệ thuật,
01/11/2025 10:42:01,Tổ Chức,,,,,,,Thiết kế hệ thống quản lý tình nguyện viên,,"Công nghệ thông tin, Phân tích dữ liệu, Giải quyết vấn đề",Nghệ An,buổi sáng,Công nghệ,
01/11/2025 10:42:25,Tổ Chức,,,,,,,Hỗ trợ kỹ thuật trong hội thảo trực tuyến,,"Thiết kế web, Phân tích dữ liệu, Giải quyết vấn đề",TP. Hồ Chí Minh,buổi tối,Công nghệ,
01/11/2025 10:44:46,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Nghệ thuật, Truyền thông, Làm việc nhóm",Bình Dương,cuối tuần,Nghệ thuật,
01/11/2025 10:45:45,Tổ Chức,,,,,,,Gây quỹ ủng hộ trẻ em nghèo,,"Giao tiếp, Làm việc nhóm, Tổ chức sự kiện",Hải Phòng,buổi tối,Xã hội,
01/11/2025 10:47:08,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Làm việc nhóm, Nghệ thuật, Sáng tạo",Kiên Giang,buổi chiều,Nghệ thuật,
01/11/2025 10:47:28,Tổ Chức,,,,,,,Tư vấn chuyển đổi số cho tổ chức xã hội,,"Giải quyết vấn đề, Phân tích dữ liệu, Thiết kế web",Đắk Lắk,buổi chiều,Công nghệ,
01/11/2025 10:47:50,Tổ Chức,,,,,,,Hỗ trợ tổ chức thiện nguyện địa phương,,"Làm việc nhóm, Tổ chức sự kiện, Giao tiếp",Bình Dương,online,Xã hội,
01/11/2025 10:48:50,Tổ Chức,,,,,,,Biểu diễn gây quỹ từ thiện,,"Sáng tạo, Làm việc nhóm, Thiết kế",Vũng Tàu,buổi tối,Nghệ thuật,
01/11/2025 10:51:20,Tổ Chức,,,,,,,Tổ chức triển lãm tranh gây quỹ,,"Truyền thông, Nghệ thuật, Làm việc nhóm",Hải Phòng,linh hoạt,Nghệ thuật,
01/11/2025 10:52:46,Tổ Chức,,,,,,,Thiết kế hệ thống quản lý tình nguyện viên,,"Phân tích dữ liệu, Giải quyết vấn đề, Lập trình",Đà Nẵng,buổi sáng,Công nghệ,
01/11/2025 10:53:12,Tổ Chức,,,,,,,Dạy học sinh vùng cao,,"Giao tiếp, Kiên nhẫn, Tổ chức lớp học",Thanh Hóa,buổi chiều,Giáo dục,
01/11/2025 10:53:57,Tổ Chức,,,,,,,Khám sức khỏe miễn phí vùng sâu vùng xa,,"Y tế cơ bản, Giao tiếp, Tư vấn",Bình Dương,buổi chiều,Y tế,
01/11/2025 10:54:27,Tổ Chức,,,,,,,Chăm sóc người già neo đơn,,"Chăm sóc, Y tế cơ bản, Làm việc nhóm",Kiên Giang,linh hoạt,Y tế,
01/11/2025 10:54:43,Tổ Chức,,,,,,,Hiến máu nhân đạo,,"Y tế cơ bản, Chăm sóc, Tư vấn",Hà Nội,online,Y tế,
01/11/2025 10:55:04,Tổ Chức,,,,,,,Tổ chức hoạt động đọc sách cho trẻ em,,"Giao tiếp, Giảng dạy, Tổ chức lớp học",Thái Bình,cuối tuần,Giáo dục,
01/11/2025 10:55:20,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Giải quyết vấn đề, Lập trình, Thiết kế web",Quảng Ninh,linh hoạt,Công nghệ,
01/11/2025 10:55:34,Tổ Chức,,,,,,,Tổ chức lớp học kỹ năng sống,,"Giao tiếp, Tổ chức lớp học, Kiên nhẫn",Hải Phòng,online,Giáo dục,
01/11/2025 10:55:52,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Thuyết trình, Truyền thông, Làm việc nhóm",Thanh Hóa,linh hoạt,Môi trường,
01/11/2025 10:56:07,Tổ Chức,,,,,,,Dọn rác bãi biển Cửa Lò,,"Quan sát, Tổ chức sự kiện, Làm việc nhóm",Kiên Giang,online,Môi trường,
01/11/2025 10:56:24,Tổ Chức,,,,,,,Thiết kế poster sự kiện thiện nguyện,,"Thiết kế, Làm việc nhóm, Truyền thông",Quảng Ninh,buổi chiều,Nghệ thuật,
01/11/2025 10:56:40,Tổ Chức,,,,,,,Đồng hành cùng học sinh vượt khó,,"Tổ chức sự kiện, Đồng cảm, Làm việc nhóm",Quảng Ninh,cuối tuần,Xã hội,
01/11/2025 10:56:56,Tổ Chức,,,,,,,Chăm sóc y tế cộng đồng,,"Làm việc nhóm, Chăm sóc, Giao tiếp",Nha Trang,cuối tuần,Y tế,
01/11/2025 10:57:13,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Phân tích dữ liệu, Giải quyết vấn đề, Công nghệ thông tin",Thái Bình,online,Công nghệ,
01/11/2025 10:57:28,Tổ Chức,,,,,,,Tái chế rác thải nhựa sáng tạo,,"Thuyết trình, Quan sát, Truyền thông",Nha Trang,buổi tối,Môi trường,
01/11/2025 10:57:51,Tổ Chức,,,,,,,Tổ chức buổi tư vấn dinh dưỡng,,"Chăm sóc, Làm việc nhóm, Tư vấn",Kiên Giang,linh hoạt,Y tế,
01/11/2025 10:58:06,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Giải quyết vấn đề, Thiết kế web, Công nghệ thông tin",Vũng Tàu,buổi sáng,Công nghệ,
01/11/2025 10:59:22,Tổ Chức,,,,,,,Tổ chức buổi tư vấn dinh dưỡng,,"Giao tiếp, Chăm sóc, Tư vấn",Nha Trang,online,Y tế,
01/11/2025 10:59:35,Tổ Chức,,,,,,,Hỗ trợ kỹ thuật trong hội thảo trực tuyến,,"Thiết kế web, Giải quyết vấn đề, Công nghệ thông tin",Huế,cuối tuần,Công nghệ,
01/11/2025 10:59:52,Tổ Chức,,,,,,,Đồng hành cùng học sinh vượt khó,,"Tổ chức sự kiện, Đồng cảm, Làm việc nhóm",Thái Bình,linh hoạt,Xã hội,
01/11/2025 11:00:07,Tổ Chức,,,,,,,Biểu diễn gây quỹ từ thiện,,"Sáng tạo, Truyền thông, Nghệ thuật",Thái Bình,cuối tuần,Nghệ thuật,
01/11/2025 11:00:24,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Phân tích dữ liệu, Công nghệ thông tin, Lập trình",Phú Thọ,buổi sáng,Công nghệ,
01/11/2025 11:00:37,Tổ Chức,,,,,,,Đồng hành cùng học sinh vượt khó,,"Làm việc nhóm, Đồng cảm, Truyền thông",Thanh Hóa,cuối tuần,Xã hội,
01/11/2025 11:00:53,Tổ Chức,,,,,,,Biểu diễn gây quỹ từ thiện,,"Nghệ thuật, Làm việc nhóm, Thiết kế",Huế,buổi tối,Nghệ thuật,
01/11/2025 11:01:12,Tổ Chức,,,,,,,Tham gia cứu trợ lũ lụt,,"Làm việc nhóm, Truyền thông, Đồng cảm",Đà Nẵng,cuối tuần,Xã hội,
01/11/2025 11:01:30,Tổ Chức,,,,,,,Tuyên truyền bảo vệ môi trường học đường,,"Thuyết trình, Làm việc nhóm, Quan sát",Thái Bình,buổi chiều,Môi trường,
01/11/2025 11:01:45,Tổ Chức,,,,,,,Tuyên truyền bảo vệ môi trường học đường,,"Quan sát, Thuyết trình, Làm việc nhóm",Vũng Tàu,linh hoạt,Môi trường,
01/11/2025 11:02:01,Tổ Chức,,,,,,,Vẽ tường cổ động môi trường,,"Thiết kế, Làm việc nhóm, Truyền thông",Vũng Tàu,linh hoạt,Nghệ thuật,
01/11/2025 11:02:16,Tổ Chức,,,,,,,Đồng hành cùng học sinh vượt khó,,"Làm việc nhóm, Giao tiếp, Tổ chức sự kiện",Đà Nẵng,cuối tuần,Xã hội,
01/11/2025 11:02:33,Tổ Chức,,,,,,,Hiến máu nhân đạo,,"Chăm sóc, Tư vấn, Giao tiếp",Thái Bình,buổi chiều,Y tế,
01/11/2025 11:02:48,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Quan sát, Truyền thông, Làm việc nhóm",Quảng Ninh,buổi chiều,Môi trường,
01/11/2025 11:03:05,Tổ Chức,,,,,,,Vẽ tường cổ động môi trường,,"Thiết kế, Nghệ thuật, Sáng tạo",Cần Thơ,cuối tuần,Nghệ thuật,
01/11/2025 11:03:22,Tổ Chức,,,,,,,Biểu diễn gây quỹ từ thiện,,"Làm việc nhóm, Thiết kế, Truyền thông",Vũng Tàu,buổi sáng,Nghệ thuật,
01/11/2025 11:03:40,Tổ Chức,,,,,,,Chia sẻ kinh nghiệm học tập trực tuyến,,"Giảng dạy, Giao tiếp, Tổ chức lớp học",Bình Dương,linh hoạt,Giáo dục,
01/11/2025 11:03:57,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Thiết kế, Truyền thông, Nghệ thuật",Hải Phòng,buổi chiều,Nghệ thuật,
01/11/2025 11:04:13,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Tổ chức sự kiện, Truyền thông, Làm việc nhóm",Huế,buổi chiều,Môi trường,
01/11/2025 11:04:29,Tổ Chức,,,,,,,Hỗ trợ tổ chức thiện nguyện địa phương,,"Đồng cảm, Giao tiếp, Làm việc nhóm",Lào Cai,linh hoạt,Xã hội,
01/11/2025 11:04:44,Tổ Chức,,,,,,,Hiến máu nhân đạo,,"Chăm sóc, Làm việc nhóm, Giao tiếp",Phú Thọ,buổi sáng,Y tế,
01/11/2025 11:04:59,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Giải quyết vấn đề, Công nghệ thông tin, Lập trình",Cần Thơ,linh hoạt,Công nghệ,
01/11/2025 11:05:16,Tổ Chức,,,,,,,Chia sẻ kinh nghiệm học tập trực tuyến,,"Soạn giáo án, Giảng dạy, Tổ chức lớp học",Bắc Giang,linh hoạt,Giáo dục,
01/11/2025 11:05:54,Tổ Chức,,,,,,,Tổ chức triển lãm tranh gây quỹ,,"Thiết kế, Làm việc nhóm, Sáng tạo",Nha Trang,linh hoạt,Nghệ thuật,
01/11/2025 11:06:11,Tổ Chức,,,,,,,Tổ chức trung thu cho trẻ em cơ nhỡ,,"Truyền thông, Làm việc nhóm, Đồng cảm",Cần Thơ,buổi sáng,Xã hội,
01/11/2025 11:06:24,Tổ Chức,,,,,,,Tham gia cứu trợ lũ lụt,,"Truyền thông, Đồng cảm, Giao tiếp",Đắk Lắk,linh hoạt,Xã hội,
01/11/2025 11:06:39,Tổ Chức,,,,,,,Tham gia cứu trợ lũ lụt,,"Truyền thông, Đồng cảm, Giao tiếp",Nam Định,buổi sáng,Xã hội,
01/11/2025 11:06:55,Tổ Chức,,,,,,,Chăm sóc y tế cộng đồng,,"Làm việc nhóm, Y tế cơ bản, Tư vấn",Hà Nội,online,Y tế,
01/11/2025 11:07:09,Tổ Chức,,,,,,,Đồng hành cùng học sinh vượt khó,,"Truyền thông, Đồng cảm, Giao tiếp",Bình Dương,linh hoạt,Xã hội,
01/11/2025 11:07:26,Tổ Chức,,,,,,,Dọn rác bãi biển Cửa Lò,,"Tổ chức sự kiện, Thuyết trình, Truyền thông",Huế,buổi sáng,Môi trường,
01/11/2025 11:07:40,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Phân tích dữ liệu, Giải quyết vấn đề, Thiết kế web",Phú Thọ,linh hoạt,Công nghệ,
01/11/2025 11:07:57,Tổ Chức,,,,,,,Biểu diễn gây quỹ từ thiện,,"Thiết kế, Nghệ thuật, Truyền thông",Cần Thơ,linh hoạt,Nghệ thuật,
01/11/2025 11:08:13,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Y tế cơ bản, Giao tiếp, Tư vấn",Thái Bình,cuối tuần,Y tế,
01/11/2025 11:08:27,Tổ Chức,,,,,,,Tổ chức buổi tư vấn dinh dưỡng,,"Làm việc nhóm, Giao tiếp, Y tế cơ bản",Kiên Giang,linh hoạt,Y tế,
01/11/2025 11:08:42,Tổ Chức,,,,,,,Tổ chức triển lãm tranh gây quỹ,,"Làm việc nhóm, Thiết kế, Nghệ thuật",Vũng Tàu,online,Nghệ thuật,
01/11/2025 11:08:55,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Thuyết trình, Tổ chức sự kiện, Truyền thông",Vũng Tàu,linh hoạt,Môi trường,
01/11/2025 11:09:10,Tổ Chức,,,,,,,Chụp ảnh thiện nguyện,,"Truyền thông, Nghệ thuật, Sáng tạo",Long An,cuối tuần,Nghệ thuật,
01/11/2025 11:09:25,Tổ Chức,,,,,,,Dọn rác bãi biển Cửa Lò,,"Tổ chức sự kiện, Thuyết trình, Quan sát",Long An,linh hoạt,Môi trường,
01/11/2025 11:09:40,Tổ Chức,,,,,,,Hướng dẫn phân loại rác tại nguồn,,"Truyền thông, Thuyết trình, Tổ chức sự kiện",Hà Nội,buổi tối,Môi trường,
01/11/2025 11:09:55,Tổ Chức,,,,,,,Hỗ trợ trung tâm khuyết tật học nghề,,"Kiên nhẫn, Soạn giáo án, Tổ chức lớp học",Huế,cuối tuần,Giáo dục,
01/11/2025 11:10:10,Tổ Chức,,,,,,,Phát triển website phi lợi nhuận,,"Giải quyết vấn đề, Thiết kế web, Phân tích dữ liệu",Bắc Giang,buổi sáng,Công nghệ,
01/11/2025 11:10:24,Tổ Chức,,,,,,,Dạy học sinh vùng cao,,"Kiên nhẫn, Tổ chức lớp học, Giảng dạy",Bắc Giang,buổi tối,Giáo dục,
01/11/2025 11:10:39,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Phân tích dữ liệu, Thiết kế web, Công nghệ thông tin",Nghệ An,online,Công nghệ,
01/11/2025 11:10:54,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Quan sát, Thuyết trình, Tổ chức sự kiện",Nha Trang,cuối tuần,Môi trường,
01/11/2025 11:11:09,Tổ Chức,,,,,,,Tuyên truyền bảo vệ môi trường học đường,,"Quan sát, Làm việc nhóm, Thuyết trình",Nghệ An,buổi chiều,Môi trường,
01/11/2025 11:11:28,Tổ Chức,,,,,,,Hỗ trợ trung tâm khuyết tật học nghề,,"Tổ chức lớp học, Kiên nhẫn, Giảng dạy",Đà Nẵng,buổi tối,Giáo dục,
01/11/2025 11:12:14,Tổ Chức,,,,,,,Hỗ trợ kỹ thuật trong hội thảo trực tuyến,,"Phân tích dữ liệu, Giải quyết vấn đề, Lập trình",Huế,online,Công nghệ,
01/11/2025 11:12:30,Tổ Chức,,,,,,,Tổ chức hoạt động đọc sách cho trẻ em,,"Soạn giáo án, Giảng dạy, Kiên nhẫn",Huế,online,Giáo dục,
01/11/2025 11:12:44,Tổ Chức,,,,,,,Khám sức khỏe miễn phí vùng sâu vùng xa,,"Chăm sóc, Y tế cơ bản, Tư vấn",Quảng Ninh,buổi chiều,Y tế,
01/11/2025 11:12:59,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Chăm sóc, Giao tiếp, Làm việc nhóm",Bắc Giang,cuối tuần,Y tế,
01/11/2025 11:13:15,Tổ Chức,,,,,,,Hỗ trợ trung tâm khuyết tật học nghề,,"Giao tiếp, Soạn giáo án, Tổ chức lớp học",Bắc Giang,buổi sáng,Giáo dục,
01/11/2025 11:13:33,Tổ Chức,,,,,,,Thiết kế hệ thống quản lý tình nguyện viên,,"Công nghệ thông tin, Giải quyết vấn đề, Thiết kế web",Cần Thơ,cuối tuần,Công nghệ,
01/11/2025 11:13:49,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Giải quyết vấn đề, Phân tích dữ liệu, Thiết kế web",Nha Trang,online,Công nghệ,
01/11/2025 11:14:05,Tổ Chức,,,,,,,Tư vấn chuyển đổi số cho tổ chức xã hội,,"Lập trình, Thiết kế web, Công nghệ thông tin",Phú Thọ,buổi tối,Công nghệ,
01/11/2025 11:14:20,Tổ Chức,,,,,,,Tổ chức lớp học kỹ năng sống,,"Giảng dạy, Soạn giáo án, Kiên nhẫn",Bình Dương,buổi tối,Giáo dục,
01/11/2025 11:14:34,Tổ Chức,,,,,,,Gia sư miễn phí cho trẻ em khó khăn,,"Giảng dạy, Kiên nhẫn, Tổ chức lớp học",Bắc Giang,online,Giáo dục,
01/11/2025 11:14:51,Tổ Chức,,,,,,,Hướng dẫn phân loại rác tại nguồn,,"Tổ chức sự kiện, Làm việc nhóm, Thuyết trình",Bình Dương,online,Môi trường,
01/11/2025 11:15:05,Tổ Chức,,,,,,,Cải thiện bảo mật dữ liệu tổ chức phi lợi nhuận,,"Thiết kế web, Phân tích dữ liệu, Công nghệ thông tin",Đà Nẵng,cuối tuần,Công nghệ,
01/11/2025 11:15:21,Tổ Chức,,,,,,,Thiết kế poster sự kiện thiện nguyện,,"Làm việc nhóm, Nghệ thuật, Thiết kế",Bắc Giang,cuối tuần,Nghệ thuật,
01/11/2025 11:15:36,Tổ Chức,,,,,,,Tư vấn chuyển đổi số cho tổ chức xã hội,,"Lập trình, Thiết kế web, Công nghệ thông tin",Hải Phòng,buổi tối,Công nghệ,
01/11/2025 11:15:52,Tổ Chức,,,,,,,Tư vấn tâm lý cho thanh thiếu niên,,"Truyền thông, Làm việc nhóm, Giao tiếp",Nha Trang,buổi sáng,Xã hội,
01/11/2025 11:16:09,Tổ Chức,,,,,,,Trồng cây phủ xanh đồi trọc,,"Truyền thông, Quan sát, Làm việc nhóm",Hải Phòng,buổi sáng,Môi trường,
01/11/2025 11:16:25,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Tổ chức sự kiện, Truyền thông, Quan sát",Nha Trang,cuối tuần,Môi trường,
01/11/2025 11:16:42,Tổ Chức,,,,,,,Dạy nhạc cho trẻ em vùng cao,,"Nghệ thuật, Làm việc nhóm, Truyền thông",Thái Bình,buổi tối,Nghệ thuật,
01/11/2025 11:17:00,Tổ Chức,,,,,,,Thiết kế poster sự kiện thiện nguyện,,"Truyền thông, Nghệ thuật, Thiết kế",Kiên Giang,buổi chiều,Nghệ thuật,
01/11/2025 11:17:16,Tổ Chức,,,,,,,Tham gia cứu trợ lũ lụt,,"Làm việc nhóm, Đồng cảm, Giao tiếp",Nghệ An,buổi sáng,Xã hội,
01/11/2025 11:17:32,Tổ Chức,,,,,,,Trồng cây phủ xanh đồi trọc,,"Làm việc nhóm, Truyền thông, Thuyết trình",Lào Cai,buổi tối,Môi trường,
01/11/2025 11:17:49,Tổ Chức,,,,,,,Thiết kế poster sự kiện thiện nguyện,,"Sáng tạo, Truyền thông, Nghệ thuật",TP. Hồ Chí Minh,buổi sáng,Nghệ thuật,
01/11/2025 11:18:05,Tổ Chức,,,,,,,Tư vấn tâm lý cho thanh thiếu niên,,"Làm việc nhóm, Đồng cảm, Truyền thông",Thái Bình,linh hoạt,Xã hội,
01/11/2025 11:18:25,Tổ Chức,,,,,,,Chia sẻ kinh nghiệm học tập trực tuyến,,"Giao tiếp, Giảng dạy, Kiên nhẫn",Cần Thơ,cuối tuần,Giáo dục,
01/11/2025 11:18:42,Tổ Chức,,,,,,,Phát triển website phi lợi nhuận,,"Thiết kế web, Lập trình, Công nghệ thông tin",Vũng Tàu,buổi sáng,Công nghệ,
01/11/2025 11:18:58,Tổ Chức,,,,,,,Chăm sóc người già neo đơn,,"Làm việc nhóm, Giao tiếp, Chăm sóc",Kiên Giang,buổi sáng,Y tế,
01/11/2025 11:19:14,Tổ Chức,,,,,,,Tổ chức hackathon sinh viên,,"Công nghệ thông tin, Lập trình, Giải quyết vấn đề",Hải Phòng,linh hoạt,Công nghệ,
01/11/2025 11:19:30,Tổ Chức,,,,,,,Khám sức khỏe miễn phí vùng sâu vùng xa,,"Giao tiếp, Y tế cơ bản, Tư vấn",Thái Bình,buổi sáng,Y tế,
01/11/2025 11:19:45,Tổ Chức,,,,,,,Chụp ảnh thiện nguyện,,"Thiết kế, Sáng tạo, Nghệ thuật",Thái Bình,buổi tối,Nghệ thuật,
01/11/2025 11:20:02,Tổ Chức,,,,,,,Thiết kế hệ thống quản lý tình nguyện viên,,"Thiết kế web, Phân tích dữ liệu, Công nghệ thông tin",Vũng Tàu,cuối tuần,Công nghệ,
01/11/2025 11:20:16,Tổ Chức,,,,,,,Hỗ trợ kỹ thuật trong hội thảo trực tuyến,,"Giải quyết vấn đề, Công nghệ thông tin, Thiết kế web",Hải Phòng,cuối tuần,Công nghệ,
01/11/2025 11:20:31,Tổ Chức,,,,,,,Chiến dịch trồng cây xanh,,"Truyền thông, Thuyết trình, Làm việc nhóm",Kiên Giang,buổi sáng,Môi trường,
01/11/2025 11:20:48,Tổ Chức,,,,,,,Tổ chức Ngày Trái Đất,,"Tổ chức sự kiện, Thuyết trình, Truyền thông",Hà Nội,linh hoạt,Môi trường,
01/11/2025 11:21:04,Tổ Chức,,,,,,,Tổ chức Ngày Trái Đất,,"Quan sát, Thuyết trình, Truyền thông",Nha Trang,online,Môi trường,
01/11/2025 11:21:33,Tổ Chức,,,,,,,Hỗ trợ bệnh nhân tại bệnh viện,,"Chăm sóc, Làm việc nhóm, Y tế cơ bản",Đà Nẵng,cuối tuần,Y tế,
01/11/2025 11:22:46,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Truyền thông, Sáng tạo, Làm việc nhóm",TP. Hồ Chí Minh,buổi tối,Nghệ thuật,
01/11/2025 11:23:03,Tổ Chức,,,,,,,Tổ chức triển lãm tranh gây quỹ,,"Thiết kế, Sáng tạo, Nghệ thuật",Đà Nẵng,online,Nghệ thuật,
01/11/2025 11:23:18,Tổ Chức,,,,,,,Tái chế rác thải nhựa sáng tạo,,"Thuyết trình, Tổ chức sự kiện, Quan sát",Nha Trang,buổi chiều,Môi trường,
01/11/2025 11:23:33,Tổ Chức,,,,,,,Trồng cây phủ xanh đồi trọc,,"Làm việc nhóm, Quan sát, Truyền thông",Đà Nẵng,linh hoạt,Môi trường,
01/11/2025 11:23:48,Tổ Chức,,,,,,,Hỗ trợ tổ chức thiện nguyện địa phương,,"Giao tiếp, Tổ chức sự kiện, Làm việc nhóm",Bắc Giang,buổi sáng,Xã hội,
01/11/2025 11:24:05,Tổ Chức,,,,,,,Phát triển website phi lợi nhuận,,"Phân tích dữ liệu, Lập trình, Công nghệ thông tin",Huế,linh hoạt,Công nghệ,
01/11/2025 11:24:22,Tổ Chức,,,,,,,Tổ chức hackathon sinh viên,,"Công nghệ thông tin, Phân tích dữ liệu, Thiết kế web",Thái Bình,linh hoạt,Công nghệ,
01/11/2025 11:24:38,Tổ Chức,,,,,,,Hỗ trợ kỹ thuật trong hội thảo trực tuyến,,"Giải quyết vấn đề, Phân tích dữ liệu, Lập trình",Kiên Giang,linh hoạt,Công nghệ,
01/11/2025 11:24:54,Tổ Chức,,,,,,,Dạy nhạc cho trẻ em vùng cao,,"Nghệ thuật, Làm việc nhóm, Sáng tạo",Long An,linh hoạt,Nghệ thuật,
01/11/2025 11:25:09,Tổ Chức,,,,,,,Tư vấn chuyển đổi số cho tổ chức xã hội,,"Giải quyết vấn đề, Phân tích dữ liệu, Công nghệ thông tin",TP. Hồ Chí Minh,buổi chiều,Công nghệ,
01/11/2025 11:25:26,Tổ Chức,,,,,,,Dạy nhạc cho trẻ em vùng cao,,"Truyền thông, Làm việc nhóm, Sáng tạo",Lào Cai,buổi chiều,Nghệ thuật,
01/11/2025 11:25:41,Tổ Chức,,,,,,,Tái chế rác thải nhựa sáng tạo,,"Thuyết trình, Làm việc nhóm, Quan sát",Phú Thọ,buổi sáng,Môi trường,
01/11/2025 11:25:56,Tổ Chức,,,,,,,Tổ chức hoạt động đọc sách cho trẻ em,,"Tổ chức lớp học, Giảng dạy, Kiên nhẫn",Đắk Lắk,buổi sáng,Giáo dục,
01/11/2025 11:26:10,Tổ Chức,,,,,,,Dạy lập trình Python cho học sinh,,"Lập trình, Công nghệ thông tin, Thiết kế web",Bình Dương,buổi chiều,Công nghệ,
01/11/2025 11:26:28,Tổ Chức,,,,,,,Tư vấn chuyển đổi số cho tổ chức xã hội,,"Lập trình, Phân tích dữ liệu, Công nghệ thông tin",Kiên Giang,buổi tối,Công nghệ,
01/11/2025 11:26:44,Tổ Chức,,,,,,,Tổ chức triển lãm tranh gây quỹ,,"Nghệ thuật, Làm việc nhóm, Thiết kế",Hà Nội,cuối tuần,Nghệ thuật,
01/11/2025 11:26:59,Tổ Chức,,,,,,,Trình diễn văn nghệ cộng đồng,,"Truyền thông, Sáng tạo, Làm việc nhóm",Bắc Giang,cuối tuần,Nghệ thuật,
01/11/2025 11:27:15,Tổ Chức,,,,,,,Tham gia cứu trợ lũ lụt,,"Giao tiếp, Đồng cảm, Tổ chức sự kiện",Nghệ An,buổi chiều,Xã hội,
01/11/2025 11:27:31,Tổ Chức,,,,,,,Truyền thông phòng chống dịch bệnh,,"Làm việc nhóm, Chăm sóc, Giao tiếp",Kiên Giang,linh hoạt,Y tế,
01/11/2025 11:27:46,Tổ Chức,,,,,,,Chia sẻ kinh nghiệm học tập trực tuyến,,"Tổ chức lớp học, Giảng dạy, Giao tiếp",Cần Thơ,buổi chiều,Giáo dục,
